"X.query","seed_ortholog","evalue","score","eggNOG_OGs","max_annot_lvl","COG_category","Description","Preferred_name","GOs","EC","KEGG_ko","KEGG_Pathway","KEGG_Module","KEGG_Reaction","KEGG_rclass","BRITE","KEGG_TC","CAZy","BiGG_Reaction","PFAMs","codigo_genoma"
"20503769","1230342.CTM_01220",5.92e-111,332,"COG0860@1|root,COG0860@2|Bacteria,1TSFS@1239|Firmicutes,2488U@186801|Clostridia,36F21@31979|Clostridiaceae","186801|Clostridia","M","stage II sporulation protein P","spoIIP","-","-","ko:K06385","-","-","-","-","ko00000","-","-","-","SpoIIP","GCF_000007625.1"
"20503770","1230342.CTM_01220",2.13e-135,397,"COG0860@1|root,COG0860@2|Bacteria,1TSFS@1239|Firmicutes,2488U@186801|Clostridia,36F21@31979|Clostridiaceae","186801|Clostridia","M","stage II sporulation protein P","spoIIP","-","-","ko:K06385","-","-","-","-","ko00000","-","-","-","SpoIIP","GCF_000007625.1"
"20503771","1230342.CTM_01215",1.53e-172,488,"COG0680@1|root,COG0680@2|Bacteria,1TPFY@1239|Firmicutes,248TE@186801|Clostridia,36DI4@31979|Clostridiaceae","186801|Clostridia","C","Initiates the rapid degradation of small, acid-soluble proteins during spore germination","gpr","-","3.4.24.78","ko:K06012","-","-","-","-","ko00000,ko01000,ko01002","-","-","-","Peptidase_A25","GCF_000007625.1"
"20503772","1230342.CTM_01210",2.46e-31,112,"COG0268@1|root,COG0268@2|Bacteria,1VEGX@1239|Firmicutes,24QNX@186801|Clostridia,36KIE@31979|Clostridiaceae","186801|Clostridia","J","Binds directly to 16S ribosomal RNA","rpsT","-","-","ko:K02968","ko03010,map03010","M00178","-","-","br01610,ko00000,ko00001,ko00002,ko03011","-","-","-","Ribosomal_S20p","GCF_000007625.1"
"20503773","1410653.JHVC01000009_gene2819",3.49e-126,372,"COG1466@1|root,COG1466@2|Bacteria,1TRM0@1239|Firmicutes,24ASN@186801|Clostridia,36FMH@31979|Clostridiaceae","186801|Clostridia","L","DNA polymerase III delta subunit","holA","-","2.7.7.7","ko:K02340","ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440","M00260","R00375,R00376,R00377,R00378","RC02795","ko00000,ko00001,ko00002,ko01000,ko03032,ko03400","-","-","-","DNA_pol3_delta","GCF_000007625.1"
"20503774","1230342.CTM_01200",7.23e-155,462,"COG0658@1|root,COG0658@2|Bacteria,1VGSX@1239|Firmicutes,249H4@186801|Clostridia,36EWU@31979|Clostridiaceae","186801|Clostridia","S","ComEC Rec2-related protein","-","-","-","ko:K02238","-","M00429","-","-","ko00000,ko00002,ko02044","3.A.11.1,3.A.11.2","-","-","Competence","GCF_000007625.1"
"20503775","1410653.JHVC01000009_gene2816",8.62e-256,741,"COG0474@1|root,COG0474@2|Bacteria,1TPF5@1239|Firmicutes,24ANG@186801|Clostridia,36F6H@31979|Clostridiaceae","186801|Clostridia","P","E1-E2 ATPase-associated domain protein","-","-","-","-","-","-","-","-","-","-","-","-","Cation_ATPase,Cation_ATPase_N,E1-E2_ATPase","GCF_000007625.1"
"20503776","1499689.CCNN01000007_gene957",1.46e-42,140,"COG1550@1|root,COG1550@2|Bacteria,1VEHY@1239|Firmicutes,24QJY@186801|Clostridia,36KRZ@31979|Clostridiaceae","186801|Clostridia","S","Protein of unknown function (DUF503)","-","-","-","ko:K09764","-","-","-","-","ko00000","-","-","-","DUF503","GCF_000007625.1"
"20503777","1230342.CTM_01160",2.84e-83,253,"COG0671@1|root,COG0671@2|Bacteria,1V2ZH@1239|Firmicutes,24HRY@186801|Clostridia,36JBF@31979|Clostridiaceae","186801|Clostridia","I","Psort location CytoplasmicMembrane, score","-","-","-","-","-","-","-","-","-","-","-","-","PAP2_3","GCF_000007625.1"
"20503778","1230342.CTM_01155",3.61e-81,253,"COG0095@1|root,COG0095@2|Bacteria,1TQ5U@1239|Firmicutes,247S9@186801|Clostridia,36FAU@31979|Clostridiaceae","186801|Clostridia","H","Lipoate-protein ligase","lplA","-","6.3.1.20","ko:K03800","ko00785,ko01100,map00785,map01100","-","R07770,R07771,R11143","RC00043,RC00070,RC00090,RC00992,RC02896","ko00000,ko00001,ko01000","-","-","-","BPL_LplA_LipB,Lip_prot_lig_C","GCF_000007625.1"
"20503779","1230342.CTM_01150",1.58e-255,718,"COG1249@1|root,COG1249@2|Bacteria,1TP1W@1239|Firmicutes,249R3@186801|Clostridia,36EPX@31979|Clostridiaceae","186801|Clostridia","C","Dihydrolipoyl dehydrogenase","lpdA","-","1.8.1.4","ko:K00382","ko00010,ko00020,ko00260,ko00280,ko00620,ko00630,ko00640,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00020,map00260,map00280,map00620,map00630,map00640,map01100,map01110,map01120,map01130,map01200","M00009,M00011,M00036,M00307,M00532","R00209,R01221,R01698,R03815,R07618,R08549","RC00004,RC00022,RC00583,RC02742,RC02833,RC02834","br01601,ko00000,ko00001,ko00002,ko01000,ko04147","-","-","-","Biotin_lipoyl,Pyr_redox_2,Pyr_redox_dim","GCF_000007625.1"
"20503780","1230342.CTM_01145",7.24e-28,105,"COG1846@1|root,COG1846@2|Bacteria,1VB8I@1239|Firmicutes,24KAQ@186801|Clostridia,36J3H@31979|Clostridiaceae","186801|Clostridia","K","helix_turn_helix multiple antibiotic resistance protein","-","-","-","-","-","-","-","-","-","-","-","-","MarR,MarR_2","GCF_000007625.1"
"20503781","1410653.JHVC01000009_gene2806",9.38e-17,78.6,"2BB15@1|root,324H7@2|Bacteria,1UQSB@1239|Firmicutes,24USM@186801|Clostridia,36PU7@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20503782","1230342.CTM_01100",1.07e-175,503,"COG1686@1|root,COG1686@2|Bacteria,1TQ8M@1239|Firmicutes,2480S@186801|Clostridia,36EWK@31979|Clostridiaceae","186801|Clostridia","M","Belongs to the peptidase S11 family","dacA1","-","3.4.16.4","ko:K01286,ko:K07258","ko00550,ko01100,map00550,map01100","-","-","-","ko00000,ko00001,ko01000,ko01002,ko01011","-","-","-","PBP5_C,Peptidase_S11","GCF_000007625.1"
"20503783","1410653.JHVC01000009_gene2799",1.53e-113,333,"COG0564@1|root,COG0564@2|Bacteria,1TS0P@1239|Firmicutes,25CCQ@186801|Clostridia,36WTJ@31979|Clostridiaceae","186801|Clostridia","J","Responsible for synthesis of pseudouridine from uracil","-","-","5.4.99.23","ko:K06180","-","-","-","-","ko00000,ko01000,ko03009","-","-","-","PseudoU_synth_2,S4","GCF_000007625.1"
"20503784","1410653.JHVC01000009_gene2798",1.78e-144,421,"COG1316@1|root,COG1316@2|Bacteria,1TR1B@1239|Firmicutes,24AAY@186801|Clostridia,36FHF@31979|Clostridiaceae","186801|Clostridia","K","cell envelope-related function transcriptional attenuator","lytR","-","-","-","-","-","-","-","-","-","-","-","LytR_C,LytR_cpsA_psr","GCF_000007625.1"
"20503785","1230342.CTM_01085",2.77e-69,214,"COG1713@1|root,COG1713@2|Bacteria,1V6Y1@1239|Firmicutes,24HN2@186801|Clostridia,36I2X@31979|Clostridiaceae","186801|Clostridia","H","SMART Metal-dependent phosphohydrolase, HD region","nadD","-","2.7.7.18","ko:K00969","ko00760,ko01100,map00760,map01100","M00115","R00137,R03005","RC00002","ko00000,ko00001,ko00002,ko01000","-","-","-","CTP_transf_like,HD","GCF_000007625.1"
"20503786","1230342.CTM_01080",1.48e-88,265,"COG1057@1|root,COG1057@2|Bacteria,1V3SK@1239|Firmicutes,24JFM@186801|Clostridia,36I7Z@31979|Clostridiaceae","186801|Clostridia","H","Catalyzes the reversible adenylation of nicotinate mononucleotide (NaMN) to nicotinic acid adenine dinucleotide (NaAD)","nadD","-","2.7.7.18","ko:K00969","ko00760,ko01100,map00760,map01100","M00115","R00137,R03005","RC00002","ko00000,ko00001,ko00002,ko01000","-","-","-","CTP_transf_like","GCF_000007625.1"
"20503787","1410653.JHVC01000009_gene2795",5.6e-44,144,"COG1534@1|root,COG1534@2|Bacteria,1VEGM@1239|Firmicutes,24QZB@186801|Clostridia,36KS2@31979|Clostridiaceae","186801|Clostridia","J","RNA-binding protein","yhbY","-","-","ko:K07574","-","-","-","-","ko00000,ko03009","-","-","-","CRS1_YhbY","GCF_000007625.1"
"20503788","1487921.DP68_08390",1.39e-210,590,"COG0536@1|root,COG0536@2|Bacteria,1TPX7@1239|Firmicutes,247SP@186801|Clostridia,36DEA@31979|Clostridiaceae","186801|Clostridia","S","An essential GTPase which binds GTP, GDP and possibly (p)ppGpp with moderate affinity, with high nucleotide exchange rates and a fairly low GTP hydrolysis rate. Plays a role in control of the cell cycle, stress response, ribosome biogenesis and in those bacteria that undergo differentiation, in morphogenesis control","obg","-","-","ko:K03979","-","-","-","-","ko00000,ko01000,ko03009","-","-","-","DUF1967,GTP1_OBG,MMR_HSR1","GCF_000007625.1"
"20503789","1230342.CTM_01065",6.83e-58,186,"2BJ9B@1|root,32DJ0@2|Bacteria,1UP6J@1239|Firmicutes,24M4P@186801|Clostridia,36JY7@31979|Clostridiaceae","1230342.CTM_01065|-","S","COG3290 Signal transduction histidine kinase regulating citrate malate metabolism","-","-","-","-","-","-","-","-","-","-","-","-","-","GCF_000007625.1"
"20503790","332101.JIBU02000001_gene4277",2.06e-57,179,"COG0211@1|root,COG0211@2|Bacteria,1V6HW@1239|Firmicutes,24N3D@186801|Clostridia,36JKM@31979|Clostridiaceae","186801|Clostridia","J","Belongs to the bacterial ribosomal protein bL27 family","rpmA","-","-","ko:K02899","ko03010,map03010","M00178","-","-","br01610,ko00000,ko00001,ko00002,ko03011","-","-","-","Ribosomal_L27","GCF_000007625.1"
"20503791","1230342.CTM_01055",2.72e-43,144,"COG2868@1|root,COG2868@2|Bacteria,1VCNG@1239|Firmicutes,24R3H@186801|Clostridia,36MS0@31979|Clostridiaceae","186801|Clostridia","J","Cysteine protease Prp","-","-","-","ko:K07584","-","-","-","-","ko00000","-","-","-","Peptidase_Prp","GCF_000007625.1"
"20503792","1230342.CTM_01050",1.04e-56,177,"COG0261@1|root,COG0261@2|Bacteria,1V9YH@1239|Firmicutes,24MRS@186801|Clostridia,36JGP@31979|Clostridiaceae","186801|Clostridia","J","This protein binds to 23S rRNA in the presence of protein L20","rplU","-","-","ko:K02888","ko03010,map03010","M00178","-","-","br01610,ko00000,ko00001,ko00002,ko03011","-","-","-","Ribosomal_L21p","GCF_000007625.1"
"20503793","1230342.CTM_01045",4.6e-177,509,"COG1530@1|root,COG1530@2|Bacteria,1TQS4@1239|Firmicutes,247QV@186801|Clostridia,36EIM@31979|Clostridiaceae","186801|Clostridia","J","ribonuclease, Rne Rng family","rng","-","-","ko:K08301","-","-","-","-","ko00000,ko01000,ko03009,ko03019","-","-","-","RNase_E_G,S1,TRAM","GCF_000007625.1"
"20503794","1230342.CTM_01040",8.06e-84,255,"COG5011@1|root,COG5011@2|Bacteria,1V4D0@1239|Firmicutes,249GU@186801|Clostridia,36EY8@31979|Clostridiaceae","186801|Clostridia","S","Radical SAM-linked protein","-","-","-","-","-","-","-","-","-","-","-","-","DUF2344","GCF_000007625.1"
"20503795","1230342.CTM_01035",0,1013,"COG1032@1|root,COG1032@2|Bacteria,1TR2C@1239|Firmicutes,248HM@186801|Clostridia,36DQF@31979|Clostridiaceae","186801|Clostridia","C","Radical SAM domain protein","-","-","-","-","-","-","-","-","-","-","-","-","Radical_SAM","GCF_000007625.1"
"20503796","1230342.CTM_01030",1.6e-110,327,"COG1994@1|root,COG1994@2|Bacteria,1V72P@1239|Firmicutes,24B9J@186801|Clostridia,36G2N@31979|Clostridiaceae","186801|Clostridia","S","PFAM peptidase","-","-","-","ko:K06402","-","-","-","-","ko00000,ko01000,ko01002","-","-","-","CBS,Peptidase_M50","GCF_000007625.1"
"20503797","1410653.JHVC01000009_gene2785",1.76e-100,300,"COG0739@1|root,COG0739@2|Bacteria,1VAC5@1239|Firmicutes,25E3G@186801|Clostridia,36FRG@31979|Clostridiaceae","186801|Clostridia","M","Peptidase family M23","-","-","-","-","-","-","-","-","-","-","-","-","Peptidase_M23","GCF_000007625.1"
"20503798","1230342.CTM_01015",9.91e-196,551,"COG0772@1|root,COG0772@2|Bacteria,1TPGH@1239|Firmicutes,247WS@186801|Clostridia,36EC8@31979|Clostridiaceae","186801|Clostridia","D","Belongs to the SEDS family","rodA","-","-","ko:K05837","-","-","-","-","ko00000,ko03036","-","-","-","FTSW_RODA_SPOVE","GCF_000007625.1"
"20503799","536227.CcarbDRAFT_3886",1.8e-34,120,"COG0851@1|root,COG0851@2|Bacteria,1VFST@1239|Firmicutes,24QT6@186801|Clostridia,36MK5@31979|Clostridiaceae","186801|Clostridia","D","Prevents the cell division inhibition by proteins MinC and MinD at internal division sites while permitting inhibition at polar sites. This ensures cell division at the proper site by restricting the formation of a division septum at the midpoint of the long axis of the cell","minE","-","-","ko:K03608","-","-","-","-","ko00000,ko03036,ko04812","-","-","-","MinE","GCF_000007625.1"
"20503800","1487921.DP68_08330",4.27e-150,426,"COG2894@1|root,COG2894@2|Bacteria,1TP6P@1239|Firmicutes,249BB@186801|Clostridia,36DQ4@31979|Clostridiaceae","186801|Clostridia","D","Belongs to the ParA family","minD","-","-","ko:K03609","-","-","-","-","ko00000,ko03036,ko04812","-","-","-","AAA_31,CbiA","GCF_000007625.1"
"20503801","1410653.JHVC01000009_gene2780",6.72e-113,328,"COG0850@1|root,COG0850@2|Bacteria,1VAPC@1239|Firmicutes,24MV1@186801|Clostridia,36FSA@31979|Clostridiaceae","186801|Clostridia","D","Cell division inhibitor that blocks the formation of polar Z ring septums. Rapidly oscillates between the poles of the cell to destabilize FtsZ filaments that have formed before they mature into polar Z rings. Prevents FtsZ polymerization","minC","-","-","ko:K03610","-","-","-","-","ko00000,ko03036,ko04812","-","-","-","MinC_C","GCF_000007625.1"
"20503802","1230342.CTM_00995",0,1266,"COG0768@1|root,COG0768@2|Bacteria,1TQHY@1239|Firmicutes,2480Z@186801|Clostridia,36DW0@31979|Clostridiaceae","186801|Clostridia","M","Penicillin-binding Protein","mrdA","-","3.4.16.4","ko:K05515","ko00550,ko01501,map00550,map01501","-","-","-","ko00000,ko00001,ko01000,ko01011","-","-","-","PBP_dimer,Transpeptidase","GCF_000007625.1"
"20503803","1230342.CTM_00990",3.87e-59,188,"COG2891@1|root,COG2891@2|Bacteria,1VPDI@1239|Firmicutes,24J7U@186801|Clostridia,36JI9@31979|Clostridiaceae","186801|Clostridia","M","rod shape-determining protein MreD","mreD","-","-","ko:K03571","-","-","-","-","ko00000,ko03036","9.B.157.1","-","-","MreD","GCF_000007625.1"
"20503804","1410653.JHVC01000009_gene2777",6.16e-129,374,"COG1792@1|root,COG1792@2|Bacteria,1TR1V@1239|Firmicutes,249M3@186801|Clostridia,36EKP@31979|Clostridiaceae","186801|Clostridia","M","Involved in formation and maintenance of cell shape","mreC","-","-","ko:K03570","-","-","-","-","ko00000,ko03036","9.B.157.1","-","-","MreC","GCF_000007625.1"
"20503805","1410653.JHVC01000009_gene2776",7.3e-210,585,"COG1077@1|root,COG1077@2|Bacteria,1TP51@1239|Firmicutes,247RG@186801|Clostridia,36DUP@31979|Clostridiaceae","186801|Clostridia","D","Cell shape determining protein, MreB Mrl family","mreB","-","-","ko:K03569","-","-","-","-","ko00000,ko02048,ko03036,ko04812","1.A.33.1,9.B.157.1","-","-","MreB_Mbl","GCF_000007625.1"
"20503806","1410653.JHVC01000009_gene2775",1.79e-119,346,"COG2003@1|root,COG2003@2|Bacteria,1TQ3K@1239|Firmicutes,2498Z@186801|Clostridia,36DKZ@31979|Clostridiaceae","186801|Clostridia","E","Belongs to the UPF0758 family","radC","-","-","ko:K03630","-","-","-","-","ko00000","-","-","-","RadC","GCF_000007625.1"
"20503807","1410653.JHVC01000009_gene2774",5.21e-91,272,"COG0424@1|root,COG0424@2|Bacteria,1V6FH@1239|Firmicutes,24JRN@186801|Clostridia,36IU5@31979|Clostridiaceae","186801|Clostridia","D","Maf-like protein","maf","-","-","ko:K06287","-","-","-","-","ko00000","-","-","-","Maf","GCF_000007625.1"
"20503808","445335.CBN_3049",1.15e-27,108,"2FKNH@1|root,34C9A@2|Bacteria,1W54X@1239|Firmicutes,24G1M@186801|Clostridia,36IJV@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","SPOR","GCF_000007625.1"
"20503809","1410653.JHVC01000009_gene2772",4.83e-80,243,"COG0791@1|root,COG0791@2|Bacteria,1V9ZW@1239|Firmicutes,25AZU@186801|Clostridia,36IBH@31979|Clostridiaceae","186801|Clostridia","M","NlpC/P60 family","spr","-","-","ko:K19224,ko:K21471","-","-","-","-","ko00000,ko01000,ko01002,ko01011","-","CBM50","-","LysM,NLPC_P60,SH3_3","GCF_000007625.1"
"20503810","1410653.JHVC01000009_gene2771",1.25e-98,292,"COG1139@1|root,COG1139@2|Bacteria,1TP90@1239|Firmicutes,249B6@186801|Clostridia,36FNS@31979|Clostridiaceae","186801|Clostridia","C","LUD domain","-","-","-","-","-","-","-","-","-","-","-","-","LUD_dom","GCF_000007625.1"
"20503811","1410653.JHVC01000009_gene2770",2.19e-28,110,"COG0454@1|root,COG0456@2|Bacteria,1VNCK@1239|Firmicutes,24Q01@186801|Clostridia,36JUA@31979|Clostridiaceae","186801|Clostridia","K","Acetyltransferase (GNAT) domain","-","-","-","-","-","-","-","-","-","-","-","-","Acetyltransf_4","GCF_000007625.1"
"20503812","1230342.CTM_00945",2.04e-228,634,"COG1960@1|root,COG1960@2|Bacteria,1TP57@1239|Firmicutes,247UB@186801|Clostridia,36EV3@31979|Clostridiaceae","186801|Clostridia","I","acyl-CoA dehydrogenase","-","-","1.3.8.1","ko:K00248","ko00071,ko00280,ko00650,ko01100,ko01110,ko01120,ko01200,ko01212,map00071,map00280,map00650,map01100,map01110,map01120,map01200,map01212","-","R01175,R01178,R02661,R03172,R04751","RC00052,RC00068,RC00076,RC00120,RC00148","ko00000,ko00001,ko01000","-","-","-","Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N","GCF_000007625.1"
"20503813","536227.CcarbDRAFT_4880",1.07e-174,494,"COG2025@1|root,COG2025@2|Bacteria,1TPC8@1239|Firmicutes,247NF@186801|Clostridia,36DD9@31979|Clostridiaceae","186801|Clostridia","C","Electron transfer flavoprotein","-","-","1.3.1.108","ko:K03522,ko:K22432","-","-","-","-","ko00000,ko01000,ko04147","-","-","-","ETF,ETF_alpha,Fer4","GCF_000007625.1"
"20503814","1230342.CTM_00935",2.59e-131,379,"COG2086@1|root,COG2086@2|Bacteria,1TQA0@1239|Firmicutes,247K9@186801|Clostridia,36EI7@31979|Clostridiaceae","186801|Clostridia","C","Electron transfer flavoprotein","-","-","-","ko:K03521","-","-","-","-","ko00000","-","-","-","ETF","GCF_000007625.1"
"20503815","536227.CcarbDRAFT_4882",6.9e-220,612,"COG1960@1|root,COG1960@2|Bacteria,1TP57@1239|Firmicutes,247UB@186801|Clostridia,36DR1@31979|Clostridiaceae","186801|Clostridia","I","acyl-CoA dehydrogenase","bcd_1","-","1.3.8.1","ko:K00248","ko00071,ko00280,ko00650,ko01100,ko01110,ko01120,ko01200,ko01212,map00071,map00280,map00650,map01100,map01110,map01120,map01200,map01212","-","R01175,R01178,R02661,R03172,R04751","RC00052,RC00068,RC00076,RC00120,RC00148","ko00000,ko00001,ko01000","-","-","-","Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N","GCF_000007625.1"
"20503816","1230342.CTM_00925",6.63e-66,202,"COG1607@1|root,COG1607@2|Bacteria,1V9CU@1239|Firmicutes,24KIC@186801|Clostridia,36M25@31979|Clostridiaceae","186801|Clostridia","I","acyl-coa hydrolase","-","-","4.3.1.14","ko:K18014","ko00310,map00310","-","R03030","RC00833","ko00000,ko00001,ko01000","-","-","-","-","GCF_000007625.1"
"20503817","1230342.CTM_00920",5.68e-84,249,"COG1607@1|root,COG1607@2|Bacteria,1V470@1239|Firmicutes,25E07@186801|Clostridia,36K1J@31979|Clostridiaceae","186801|Clostridia","I","acyl-coa hydrolase","-","-","4.3.1.14","ko:K18014","ko00310,map00310","-","R03030","RC00833","ko00000,ko00001,ko01000","-","-","-","-","GCF_000007625.1"
"20503818","1230342.CTM_00915",1.47e-241,669,"COG1804@1|root,COG1804@2|Bacteria,1TP54@1239|Firmicutes,24AFB@186801|Clostridia,36FMV@31979|Clostridiaceae","186801|Clostridia","C","PFAM L-carnitine dehydratase bile acid-inducible protein F","-","-","2.8.3.19","ko:K18702","-","-","-","-","ko00000,ko01000","-","-","-","CoA_transf_3","GCF_000007625.1"
"20503819","1230342.CTM_00910",3.82e-210,592,"COG1114@1|root,COG1114@2|Bacteria,1VS1M@1239|Firmicutes,24F16@186801|Clostridia,36FTU@31979|Clostridiaceae","186801|Clostridia","E","branched-chain amino acid","-","-","-","-","-","-","-","-","-","-","-","-","Branch_AA_trans","GCF_000007625.1"
"20503820","97138.C820_02641",4.27e-40,155,"COG0793@1|root,COG0793@2|Bacteria,1V2B2@1239|Firmicutes,24A3A@186801|Clostridia,36EJR@31979|Clostridiaceae","186801|Clostridia","M","Peptidase family S41","-","-","-","-","-","-","-","-","-","-","-","-","Peptidase_S41,Tricorn_C1","GCF_000007625.1"
"20503821","1410653.JHVC01000009_gene2768",0,1065,"COG0514@1|root,COG0514@2|Bacteria,1TPN5@1239|Firmicutes,247ZA@186801|Clostridia,36DC9@31979|Clostridiaceae","186801|Clostridia","L","ATP-dependent DNA helicase RecQ","recQ","-","3.6.4.12","ko:K03654","ko03018,map03018","-","-","-","ko00000,ko00001,ko01000,ko03400","-","-","-","DEAD,HRDC,HTH_40,Helicase_C,RQC,RecQ_Zn_bind","GCF_000007625.1"
"20503822","431943.CKL_2248",1.17e-67,211,"COG1268@1|root,COG1268@2|Bacteria,1VAY6@1239|Firmicutes,24HPU@186801|Clostridia,36I09@31979|Clostridiaceae","186801|Clostridia","S","BioY protein","bioY","-","-","ko:K03523","ko02010,map02010","M00581,M00582","-","-","ko00000,ko00001,ko00002,ko02000","2.A.88.1,2.A.88.2","-","-","BioY","GCF_000007625.1"
"20503823","1230342.CTM_14903",1.5e-208,594,"COG0860@1|root,COG2247@1|root,COG0860@2|Bacteria,COG2247@2|Bacteria,1UYPW@1239|Firmicutes,24E02@186801|Clostridia,36WF1@31979|Clostridiaceae","186801|Clostridia","M","N-acetylmuramoyl-L-alanine amidase","-","-","3.5.1.28","ko:K01448","ko01503,map01503","M00727","R04112","RC00064,RC00141","ko00000,ko00001,ko00002,ko01000,ko01011,ko03036","-","-","-","Amidase_3,Big_4,Big_5,CW_binding_2,GHL10","GCF_000007625.1"
"20503824","1230342.CTM_14898",7.23000000000002e-310,870,"COG2247@1|root,COG4632@1|root,COG2247@2|Bacteria,COG4632@2|Bacteria,1TP2R@1239|Firmicutes,249PA@186801|Clostridia,36DZM@31979|Clostridiaceae","186801|Clostridia","G","Exopolysaccharide biosynthesis protein","-","-","-","-","-","-","-","-","-","-","-","-","CW_binding_2,Cu_amine_oxidN1,NAGPA","GCF_000007625.1"
"20503825","37659.JNLN01000001_gene1600",7.13e-161,462,"COG0531@1|root,COG0531@2|Bacteria,1UM4D@1239|Firmicutes,24CNZ@186801|Clostridia,36EM0@31979|Clostridiaceae","186801|Clostridia","E","Spore germination protein","-","-","-","ko:K06296","-","-","-","-","ko00000,ko02000","2.A.3.9.3","-","-","Spore_permease","GCF_000007625.1"
"20503826","37659.JNLN01000001_gene1598",1.6e-132,391,"2DBJR@1|root,2Z9N7@2|Bacteria,1TRSN@1239|Firmicutes,249AT@186801|Clostridia,36UB2@31979|Clostridiaceae","186801|Clostridia","S","Spore germination B3/ GerAC like, C-terminal","-","-","-","ko:K06297","-","-","-","-","ko00000","-","-","-","Spore_GerAC","GCF_000007625.1"
"20503827","37659.JNLN01000001_gene1597",7.33e-243,682,"COG0697@1|root,COG0697@2|Bacteria,1TP7K@1239|Firmicutes,248Q8@186801|Clostridia,36DVY@31979|Clostridiaceae","186801|Clostridia","EG","Spore germination protein","-","-","-","ko:K06295","-","-","-","-","ko00000","-","-","-","GerA","GCF_000007625.1"
"20503828","1499689.CCNN01000007_gene2377",4.03e-72,254,"COG4652@1|root,COG4652@2|Bacteria,1UZDF@1239|Firmicutes,24HIF@186801|Clostridia,36NZ2@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","ko:K02004","-","M00258","-","-","ko00000,ko00002,ko02000","3.A.1","-","-","DUF1430","GCF_000007625.1"
"20503829","1499689.CCNN01000007_gene2376",1.41e-88,266,"COG1136@1|root,COG1136@2|Bacteria,1V3NN@1239|Firmicutes,24I94@186801|Clostridia,36JQX@31979|Clostridiaceae","186801|Clostridia","V","ABC transporter","-","-","-","ko:K02003","-","M00258","-","-","ko00000,ko00002,ko02000","3.A.1","-","-","ABC_tran","GCF_000007625.1"
"20503830","1499689.CCNN01000007_gene2377",2.98e-74,260,"COG4652@1|root,COG4652@2|Bacteria,1UZDF@1239|Firmicutes,24HIF@186801|Clostridia,36NZ2@31979|Clostridiaceae","186801|Clostridia","-","-","-","-","-","ko:K02004","-","M00258","-","-","ko00000,ko00002,ko02000","3.A.1","-","-","DUF1430","GCF_000007625.1"
"20503831","1230342.CTM_00890",1.14e-76,233,"COG0741@1|root,COG0741@2|Bacteria,1V6K4@1239|Firmicutes,24JB5@186801|Clostridia,36J2Z@31979|Clostridiaceae","186801|Clostridia","M","transglycosylase","slt","-","-","ko:K08309","-","-","-","-","ko00000,ko01000,ko01011","-","GH23","-","SLT","GCF_000007625.1"
"20503832","1230342.CTM_00885",1.51e-81,249,"COG0237@1|root,COG0237@2|Bacteria,1V6FS@1239|Firmicutes,24GFQ@186801|Clostridia,36J0Z@31979|Clostridiaceae","186801|Clostridia","H","Catalyzes the phosphorylation of the 3'-hydroxyl group of dephosphocoenzyme A to form coenzyme A","coaE","-","2.7.1.24","ko:K00859","ko00770,ko01100,map00770,map01100","M00120","R00130","RC00002,RC00078","ko00000,ko00001,ko00002,ko01000","-","-","-","CoaE","GCF_000007625.1"
"20503833","1410653.JHVC01000009_gene2762",0,1276,"COG0258@1|root,COG0749@1|root,COG0258@2|Bacteria,COG0749@2|Bacteria,1TPKJ@1239|Firmicutes,248NG@186801|Clostridia,36EWE@31979|Clostridiaceae","186801|Clostridia","L","In addition to polymerase activity, this DNA polymerase exhibits 5'-3' exonuclease activity","polA","-","2.7.7.7","ko:K02335","ko00230,ko00240,ko01100,ko03030,ko03410,ko03420,ko03440,map00230,map00240,map01100,map03030,map03410,map03420,map03440","-","R00375,R00376,R00377,R00378","RC02795","ko00000,ko00001,ko01000,ko03032,ko03400","-","-","-","5_3_exonuc,5_3_exonuc_N,DNA_pol_A,DNA_pol_A_exo1","GCF_000007625.1"
"20503834","1230342.CTM_00875",3.42e-221,616,"COG0082@1|root,COG0082@2|Bacteria,1TQ40@1239|Firmicutes,24998@186801|Clostridia,36E36@31979|Clostridiaceae","186801|Clostridia","E","Catalyzes the anti-1,4-elimination of the C-3 phosphate and the C-6 proR hydrogen from 5-enolpyruvylshikimate-3-phosphate (EPSP) to yield chorismate, which is the branch point compound that serves as the starting substrate for the three terminal pathways of aromatic amino acid biosynthesis. This reaction introduces a second double bond into the aromatic ring system","aroC","-","4.2.3.5","ko:K01736","ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230","M00022","R01714","RC00586","ko00000,ko00001,ko00002,ko01000","-","-","-","Chorismate_synt","GCF_000007625.1"
