"X.query","seed_ortholog","evalue","score","eggNOG_OGs","max_annot_lvl","COG_category","Description","Preferred_name","GOs","EC","KEGG_ko","KEGG_Pathway","KEGG_Module","KEGG_Reaction","KEGG_rclass","BRITE","KEGG_TC","CAZy","BiGG_Reaction","PFAMs","codigo_genoma"
"20487156","1314.HKU360_01447",2.32e-138,392,"COG2860@1|root,COG2860@2|Bacteria,1UH1K@1239|Firmicutes,4HDC7@91061|Bacilli","91061|Bacilli","S","membrane","yvgT","-","-","-","-","-","-","-","-","-","-","-","UPF0126","GCF_000006785.2"
"20487157","1314.HKU360_01449",2.81e-233,642,"COG3684@1|root,COG3684@2|Bacteria,1TQRR@1239|Firmicutes,4HBS9@91061|Bacilli","91061|Bacilli","G","Belongs to the aldolase LacD family","lacD","GO:0003674,GO:0003824,GO:0006082,GO:0006790,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0016054,GO:0016829,GO:0016830,GO:0016832,GO:0044237,GO:0044248,GO:0044273,GO:0044281,GO:0044282,GO:0061595,GO:0071704,GO:1901135,GO:1901136,GO:1901575,GO:1902776,GO:1902777","4.1.2.40","ko:K01635","ko00052,ko01100,ko02024,map00052,map01100,map02024","-","R01069","RC00438,RC00439","ko00000,ko00001,ko01000","-","-","-","DeoC","GCF_000006785.2"
"20487158","1314.HKU360_01450",9.86e-54,168,"COG1105@1|root,COG1105@2|Bacteria","2|Bacteria","H","Belongs to the carbohydrate kinase PfkB family","lacC","-","2.7.1.11,2.7.1.144,2.7.1.56","ko:K00882,ko:K00917,ko:K16370","ko00010,ko00030,ko00051,ko00052,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00030,map00051,map00052,map00680,map01100,map01110,map01120,map01130,map01200,map01230","M00001,M00345","R00756,R02071,R03236,R03237,R03238,R03239,R04779","RC00002,RC00017","ko00000,ko00001,ko00002,ko01000","-","-","-","PfkB","GCF_000006785.2"
"20487159","663952.SDD27957_08910",2.43e-121,346,"COG0698@1|root,COG0698@2|Bacteria,1U9Y4@1239|Firmicutes,4HE4C@91061|Bacilli,1M8V7@119603|Streptococcus dysgalactiae group","91061|Bacilli","G","Galactose-6-phosphate isomerase subunit LacB","lacB","-","5.3.1.26","ko:K01819","ko00052,ko01100,map00052,map01100","-","R03240","RC00376","ko00000,ko00001,ko01000","-","-","-","LacAB_rpiB","GCF_000006785.2"
"20487160","1314.HKU360_01452",5.65e-92,269,"COG0698@1|root,COG0698@2|Bacteria,1V6VY@1239|Firmicutes,4IR52@91061|Bacilli","91061|Bacilli","G","Galactose-6-phosphate isomerase subunit LacA","lacA","-","5.3.1.26","ko:K01819","ko00052,ko01100,map00052,map01100","-","R03240","RC00376","ko00000,ko00001,ko01000","-","-","-","LacAB_rpiB","GCF_000006785.2"
"20487161","1314.HKU360_01453",0,919,"COG3775@1|root,COG3775@2|Bacteria,1TQ10@1239|Firmicutes,4HBJG@91061|Bacilli","91061|Bacilli","G","system Galactitol-specific IIC component","gatC","-","-","ko:K20114","ko02060,map02060","M00807","R11171","RC00017,RC03206","ko00000,ko00001,ko00002,ko02000","4.A.5","-","-","EIIC-GAT","GCF_000006785.2"
"20487162","663952.SDD27957_08925",5.89e-66,200,"COG3414@1|root,COG3414@2|Bacteria,1VACD@1239|Firmicutes,4HKHR@91061|Bacilli,1MA3D@119603|Streptococcus dysgalactiae group","91061|Bacilli","G","Phosphotransferase system, galactitol-specific IIB component","-","-","2.7.1.204","ko:K20113","ko02060,map02060","M00807","R11171","RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000","4.A.5","-","-","PTS_IIB","GCF_000006785.2"
"20487163","1314.HKU360_01456",1.81e-174,487,"COG1349@1|root,COG1349@2|Bacteria,1UZ14@1239|Firmicutes,4HDKD@91061|Bacilli","91061|Bacilli","K","lactose phosphotransferase system repressor","lacR","-","-","ko:K02530,ko:K03436","-","-","-","-","ko00000,ko03000","-","-","-","DeoRC,HTH_DeoR","GCF_000006785.2"
"20487164","759913.SDSE_1864",2.53e-38,128,"COG2608@1|root,COG2608@2|Bacteria,1TU9J@1239|Firmicutes,4IIG0@91061|Bacilli,1MA4R@119603|Streptococcus dysgalactiae group","91061|Bacilli","C","Heavy-metal-associated domain","-","-","-","-","-","-","-","-","-","-","-","-","HMA","GCF_000006785.2"
"20487165","1314.HKU360_01458",0,1378,"COG2217@1|root,COG2217@2|Bacteria,1TP5S@1239|Firmicutes,4HAI0@91061|Bacilli","91061|Bacilli","P","P-type ATPase","copA","-","3.6.3.54","ko:K17686","ko01524,ko04016,map01524,map04016","-","R00086","RC00002","ko00000,ko00001,ko01000","3.A.3.5","-","-","E1-E2_ATPase,HMA,Hydrolase","GCF_000006785.2"
"20487166","1314.HKU360_01459",2.2e-95,278,"COG3682@1|root,COG3682@2|Bacteria,1VA7Q@1239|Firmicutes,4HKGF@91061|Bacilli","91061|Bacilli","K","Copper transport repressor, CopY TcrY family","copY","-","-","ko:K02171","ko01501,map01501","M00627","-","-","ko00000,ko00001,ko00002,ko01504,ko03000","-","-","-","Penicillinase_R","GCF_000006785.2"
"20487167","1314.HKU360_01460",2.72e-177,496,"COG0657@1|root,COG0657@2|Bacteria,1V1HV@1239|Firmicutes,4HE9T@91061|Bacilli","91061|Bacilli","I","Esterase","-","-","-","-","-","-","-","-","-","-","-","-","Abhydrolase_3","GCF_000006785.2"
"20487168","663952.SDD27957_08965",1.84e-76,228,"COG0858@1|root,COG0858@2|Bacteria,1VA0P@1239|Firmicutes,4HII1@91061|Bacilli,1M9NJ@119603|Streptococcus dysgalactiae group","91061|Bacilli","J","One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Associates with free 30S ribosomal subunits (but not with 30S subunits that are part of 70S ribosomes or polysomes). Required for efficient processing of 16S rRNA. May interact with the 5'-terminal helix region of 16S rRNA","rbfA","-","-","ko:K02834","-","-","-","-","ko00000,ko03009","-","-","-","RBFA","GCF_000006785.2"
"20487169","1314.HKU360_01462",0,1210,"COG0532@1|root,COG3064@1|root,COG0532@2|Bacteria,COG3064@2|Bacteria,1TPAI@1239|Firmicutes,4HA8S@91061|Bacilli","91061|Bacilli","J","One of the essential components for the initiation of protein synthesis. Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex","infB","GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464","-","ko:K02519","-","-","-","-","ko00000,ko03012,ko03029","-","-","-","GTP_EFTU,IF-2,IF2_N","GCF_000006785.2"
"20487170","1314.HKU360_01464",2.64e-63,193,"COG2740@1|root,COG2740@2|Bacteria,1VEJS@1239|Firmicutes,4HKBY@91061|Bacilli","91061|Bacilli","K","Nucleic-acid-binding protein implicated in transcription termination","ylxR","-","-","ko:K07742","-","-","-","-","ko00000","-","-","-","DUF448","GCF_000006785.2"
"20487171","1314.HKU360_01465",6.74e-267,731,"COG0195@1|root,COG0195@2|Bacteria,1TPB3@1239|Firmicutes,4HA7F@91061|Bacilli","91061|Bacilli","K","Participates in both transcription termination and antitermination","nusA","GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0031554,GO:0031564,GO:0043244,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141","-","ko:K02600","-","-","-","-","ko00000,ko03009,ko03021","-","-","-","KH_5,NusA_N,S1","GCF_000006785.2"
"20487172","1314.HKU360_01466",7.73e-83,247,"COG0779@1|root,COG0779@2|Bacteria,1V6KT@1239|Firmicutes,4HH88@91061|Bacilli","91061|Bacilli","S","Required for maturation of 30S ribosomal subunits","rimP","GO:0000028,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:1901564,GO:1901566,GO:1901576","-","ko:K09748","-","-","-","-","ko00000,ko03009","-","-","-","DUF150,DUF150_C","GCF_000006785.2"
"20487173","1314.HKU360_01522",6.45e-157,439,"COG0220@1|root,COG0220@2|Bacteria,1TQCA@1239|Firmicutes,4HC08@91061|Bacilli","91061|Bacilli","J","Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA","trmB","GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008175,GO:0008176,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016423,GO:0016740,GO:0016741,GO:0030488,GO:0032259,GO:0032991,GO:0034470,GO:0034641,GO:0034660,GO:0034708,GO:0036265,GO:0043170,GO:0043412,GO:0043414,GO:0043527,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0106004,GO:0140098,GO:0140101,GO:1901360,GO:1902494,GO:1990234","2.1.1.33","ko:K03439","-","-","-","-","ko00000,ko01000,ko03016","-","-","-","Methyltransf_4","GCF_000006785.2"
"20487174","1314.HKU360_01523",4.61e-147,416,"COG0510@1|root,COG0510@2|Bacteria,1UMFY@1239|Firmicutes,4HBF9@91061|Bacilli","91061|Bacilli","M","Phosphotransferase","ytmP","-","-","-","-","-","-","-","-","-","-","-","APH","GCF_000006785.2"
"20487175","1314.HKU360_01524",1.71e-223,619,"COG4473@1|root,COG4473@2|Bacteria,1V1VG@1239|Firmicutes,4HG1K@91061|Bacilli","91061|Bacilli","U","ABC transporter","ecsB","-","-","ko:K01992","-","M00254","-","-","ko00000,ko00002,ko02000","3.A.1","-","-","EcsB","GCF_000006785.2"
"20487176","1314.HKU360_01525",7.13e-169,472,"COG1131@1|root,COG1131@2|Bacteria,1TQIH@1239|Firmicutes,4HA2B@91061|Bacilli","91061|Bacilli","V","abc transporter atp-binding protein","ecsA","-","-","ko:K01990","-","M00254","-","-","ko00000,ko00002,ko02000","3.A.1","-","-","ABC_tran","GCF_000006785.2"
"20487177","1314.HKU360_01526",5.06e-94,274,"COG0537@1|root,COG0537@2|Bacteria,1V9ZJ@1239|Firmicutes,4HIG2@91061|Bacilli","91061|Bacilli","FG","Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases","hit","-","-","ko:K02503","-","-","-","-","ko00000,ko04147","-","-","-","HIT","GCF_000006785.2"
"20487178","1314.HKU360_01541",0,880,"COG0439@1|root,COG0439@2|Bacteria,1TP16@1239|Firmicutes,4HARK@91061|Bacilli","91061|Bacilli","I","An AccC homodimer forms the biotin carboxylase subunit of the acetyl CoA carboxylase, an enzyme that catalyzes the formation of malonyl-CoA, which in turn controls the rate of fatty acid metabolism","accC","-","6.3.4.14,6.4.1.2","ko:K01961","ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212","M00082,M00376","R00742,R04385","RC00040,RC00253,RC00367","ko00000,ko00001,ko00002,ko01000","-","-","-","Biotin_carb_C,Biotin_carb_N,CPSase_L_D2","GCF_000006785.2"
"20487179","1314.HKU360_01542",9.42e-95,276,"COG0764@1|root,COG0764@2|Bacteria,1V6EX@1239|Firmicutes,4HGX1@91061|Bacilli","91061|Bacilli","I","Involved in unsaturated fatty acids biosynthesis. Catalyzes the dehydration of short chain beta-hydroxyacyl-ACPs and long chain saturated and unsaturated beta-hydroxyacyl-ACPs","fabZ","-","4.2.1.59","ko:K02372","ko00061,ko00780,ko01100,ko01212,map00061,map00780,map01100,map01212","M00083,M00572","R04428,R04535,R04537,R04544,R04568,R04954,R04965,R07764,R10117,R10121","RC00831,RC01095","ko00000,ko00001,ko00002,ko01000,ko01004","-","-","-","FabA","GCF_000006785.2"
"20487180","1314.HKU360_01543",1.33e-102,298,"COG0511@1|root,COG0511@2|Bacteria,1VAB7@1239|Firmicutes,4HKCS@91061|Bacilli","91061|Bacilli","I","first, biotin carboxylase catalyzes the carboxylation of the carrier protein and then the transcarboxylase transfers the carboxyl group to form malonyl-CoA","accB","-","-","ko:K02160","ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212","M00082,M00376","R00742","RC00040,RC00367","ko00000,ko00001,ko00002","-","-","-","Biotin_lipoyl","GCF_000006785.2"
"20487181","1314.HKU360_01544",2.13e-296,808,"COG0304@1|root,COG0304@2|Bacteria,1TPA7@1239|Firmicutes,4H9SD@91061|Bacilli","91061|Bacilli","I","Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP","fabF","-","2.3.1.179","ko:K09458","ko00061,ko00780,ko01100,ko01212,map00061,map00780,map01100,map01212","M00083,M00572","R04355,R04726,R04952,R04957,R04960,R04963,R04968,R07762,R10115,R10119","RC00039,RC02728,RC02729,RC02888","ko00000,ko00001,ko00002,ko01000,ko01004","-","-","-","Ketoacyl-synt_C,ketoacyl-synt","GCF_000006785.2"
"20487182","1314.HKU360_01545",5.57e-163,457,"COG1028@1|root,COG1028@2|Bacteria,1TP76@1239|Firmicutes,4HAA6@91061|Bacilli","91061|Bacilli","IQ","reductase","fabG","GO:0000166,GO:0003674,GO:0003824,GO:0004312,GO:0004316,GO:0005488,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0030497,GO:0032787,GO:0036094,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0046394,GO:0048037,GO:0050661,GO:0050662,GO:0055114,GO:0071704,GO:0072330,GO:0097159,GO:1901265,GO:1901363,GO:1901576","1.1.1.100","ko:K00059","ko00061,ko00333,ko00780,ko01040,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01040,map01100,map01130,map01212","M00083,M00572","R04533,R04534,R04536,R04543,R04566,R04953,R04964,R07759,R07763,R10116,R10120,R11671","RC00029,RC00117","ko00000,ko00001,ko00002,ko01000,ko01004","-","-","iYO844.BSU15910","adh_short_C2","GCF_000006785.2"
"20487183","1314.HKU360_01546",2.1e-217,600,"COG0331@1|root,COG0331@2|Bacteria,1TPB7@1239|Firmicutes,4HBCU@91061|Bacilli","91061|Bacilli","I","Malonyl CoA-acyl carrier protein transacylase","fabD","-","2.3.1.39","ko:K00645,ko:K15327,ko:K15329","ko00061,ko00333,ko01100,ko01130,ko01212,map00061,map00333,map01100,map01130,map01212","M00082","R01626,R11671","RC00004,RC00039,RC02727","ko00000,ko00001,ko00002,ko01000,ko01004,ko01008","-","-","-","Acyl_transf_1","GCF_000006785.2"
"20487184","1314.HKU360_01547",1.13e-222,615,"COG2070@1|root,COG2070@2|Bacteria,1TPC3@1239|Firmicutes,4H9T0@91061|Bacilli","91061|Bacilli","S","2-Nitropropane dioxygenase","fabK","-","1.3.1.9","ko:K02371","ko00061,ko01100,ko01212,map00061,map01100,map01212","M00083","R04429,R04724,R04955,R04958,R04961,R04966,R04969,R07765","RC00052,RC00076","ko00000,ko00001,ko00002,ko01000,ko01004","-","-","-","NMO","GCF_000006785.2"
"20487185","1314.HKU360_01548",2.12e-40,134,"COG0236@1|root,COG0236@2|Bacteria,1VGIY@1239|Firmicutes,4HP0V@91061|Bacilli","91061|Bacilli","IQ","Carrier of the growing fatty acid chain in fatty acid biosynthesis","acpP","GO:0000035,GO:0000036,GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009245,GO:0009247,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016053,GO:0019637,GO:0019752,GO:0019842,GO:0031177,GO:0032787,GO:0033218,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044620,GO:0046394,GO:0046467,GO:0046493,GO:0048037,GO:0051192,GO:0071704,GO:0072330,GO:0072341,GO:0090407,GO:0140104,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901576,GO:1903509","-","ko:K02078","-","-","-","-","ko00000,ko00001","-","-","-","PP-binding","GCF_000006785.2"
"20487186","1314.HKU360_01549",2.46e-222,614,"COG0332@1|root,COG0332@2|Bacteria,1TP0K@1239|Firmicutes,4HATK@91061|Bacilli","91061|Bacilli","I","Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Catalyzes the first condensation reaction which initiates fatty acid synthesis and may therefore play a role in governing the total rate of fatty acid production. Possesses both acetoacetyl-ACP synthase and acetyl transacylase activities. Its substrate specificity determines the biosynthesis of branched- chain and or straight-chain of fatty acids","fabH","-","2.3.1.180","ko:K00648","ko00061,ko01100,ko01212,map00061,map01100,map01212","M00082,M00083","R10707","RC00004,RC02729,RC02888","ko00000,ko00001,ko00002,ko01000,ko01004","-","-","-","ACP_syn_III,ACP_syn_III_C","GCF_000006785.2"
"20487187","1314.HKU360_01550",4.36e-78,233,"COG1846@1|root,COG1846@2|Bacteria,1V6GY@1239|Firmicutes","1239|Firmicutes","K","Transcriptional regulator, MarR family","marR","-","-","-","-","-","-","-","-","-","-","-","MarR","GCF_000006785.2"
"20487188","1314.HKU360_01551",3.01e-181,505,"COG1024@1|root,COG1024@2|Bacteria,1TQ2V@1239|Firmicutes,4HBT0@91061|Bacilli","91061|Bacilli","I","Belongs to the enoyl-CoA hydratase isomerase family","phaB","GO:0003674,GO:0003824,GO:0004300,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006635,GO:0006636,GO:0008150,GO:0008152,GO:0008610,GO:0009056,GO:0009058,GO:0009062,GO:0009987,GO:0016042,GO:0016053,GO:0016054,GO:0016829,GO:0016835,GO:0016836,GO:0016853,GO:0016860,GO:0016863,GO:0019395,GO:0019752,GO:0030258,GO:0032787,GO:0033559,GO:0034017,GO:0034440,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044249,GO:0044255,GO:0044281,GO:0044282,GO:0044283,GO:0046394,GO:0046395,GO:0055114,GO:0071704,GO:0072329,GO:0072330,GO:1901575,GO:1901576","5.3.3.14,5.3.3.18","ko:K15866,ko:K18474","ko00061,ko00360,ko01120,map00061,map00360,map01120","-","R07639,R09837,R09839","RC00004,RC00326,RC01078,RC02689,RC03003","ko00000,ko00001,ko01000,ko01004","-","-","-","ECH_1","GCF_000006785.2"
"20487189","1314.HKU360_01552",2.06e-241,667,"COG0484@1|root,COG0484@2|Bacteria,1TP00@1239|Firmicutes,4H9KA@91061|Bacilli","91061|Bacilli","O","ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins","dnaJ","-","-","ko:K03686","-","-","-","-","ko00000,ko03029,ko03110","-","-","-","DnaJ,DnaJ_C,DnaJ_CXXCXGXG","GCF_000006785.2"
"20487190","1314.HKU360_01553",0,1124,"COG0443@1|root,COG0443@2|Bacteria,1TP1J@1239|Firmicutes,4HA9S@91061|Bacilli","91061|Bacilli","O","Heat shock 70 kDa protein","dnaK","GO:0001871,GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0008150,GO:0009986,GO:0030246,GO:0030247,GO:0044464,GO:0051704,GO:0098630,GO:0098743,GO:2001065","-","ko:K04043","ko03018,ko04212,ko05152,map03018,map04212,map05152","-","-","-","ko00000,ko00001,ko03019,ko03029,ko03110,ko04147","1.A.33.1","-","-","HSP70","GCF_000006785.2"
"20487191","211110.gbs0095",3.44e-119,342,"COG0576@1|root,COG0576@2|Bacteria,1V6G2@1239|Firmicutes,4HIRK@91061|Bacilli","91061|Bacilli","O","Participates actively in the response to hyperosmotic and heat shock by preventing the aggregation of stress-denatured proteins, in association with DnaK and GrpE. It is the nucleotide exchange factor for DnaK and may function as a thermosensor. Unfolded proteins bind initially to DnaJ","grpE","GO:0000166,GO:0000774,GO:0001871,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0008150,GO:0009986,GO:0017076,GO:0030234,GO:0030246,GO:0030247,GO:0030554,GO:0036094,GO:0044464,GO:0050790,GO:0051082,GO:0060589,GO:0060590,GO:0065007,GO:0065009,GO:0097159,GO:0098772,GO:1901265,GO:1901363,GO:2001065","-","ko:K03687","-","-","-","-","ko00000,ko03029,ko03110","-","-","-","GrpE","GCF_000006785.2"
"20487192","1314.HKU360_01555",3.7e-209,580,"COG1420@1|root,COG1420@2|Bacteria,1TQP7@1239|Firmicutes,4HAX5@91061|Bacilli","91061|Bacilli","K","Negative regulator of class I heat shock genes (grpE- dnaK-dnaJ and groELS operons). Prevents heat-shock induction of these operons","hrcA","GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080090,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141","-","ko:K03705","-","-","-","-","ko00000,ko03000","-","-","-","HrcA,HrcA_DNA-bdg","GCF_000006785.2"
"20487193","1314.HKU360_01556",7.92e-129,366,"COG1705@1|root,COG1705@2|Bacteria","2|Bacteria","NU","amidase activity","acmA","-","3.2.1.17","ko:K01185,ko:K02395","-","-","-","-","ko00000,ko01000,ko02035","-","-","-","Glucosaminidase","GCF_000006785.2"
"20487194","1314.HKU360_01557",1.68e-170,476,"COG1876@1|root,COG1876@2|Bacteria,1V1F7@1239|Firmicutes,4HBR1@91061|Bacilli","91061|Bacilli","M","D-alanyl-D-alanine carboxypeptidase","yodJ","-","3.4.16.4,3.4.17.14","ko:K01286,ko:K07260","ko00550,ko01100,ko01502,ko02020,map00550,map01100,map01502,map02020","M00651","-","-","ko00000,ko00001,ko00002,ko01000,ko01002,ko01011,ko01504","-","-","-","VanY","GCF_000006785.2"
"20487195","1314.HKU360_01558",4e-172,479,"COG0406@1|root,COG0406@2|Bacteria,1VDCB@1239|Firmicutes,4HM06@91061|Bacilli","91061|Bacilli","G","Phosphoglycerate mutase","gpmB","-","-","-","-","-","-","-","-","-","-","-","His_Phos_1","GCF_000006785.2"
"20487196","1314.HKU360_01559",4.98e-48,153,"COG2261@1|root,COG2261@2|Bacteria,1VBCQ@1239|Firmicutes","1239|Firmicutes","S","Transglycosylase associated protein","-","-","-","-","-","-","-","-","-","-","-","-","Transgly_assoc","GCF_000006785.2"
"20487197","1314.HKU360_01560",0,939,"COG0064@1|root,COG0064@2|Bacteria,1TPG3@1239|Firmicutes,4HAFB@91061|Bacilli","91061|Bacilli","J","Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp- tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln)","gatB","GO:0003674,GO:0003824,GO:0006082,GO:0006139,GO:0006399,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016070,GO:0016874,GO:0016879,GO:0016884,GO:0019752,GO:0034641,GO:0034660,GO:0043038,GO:0043039,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0046483,GO:0050567,GO:0070681,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564","6.3.5.6,6.3.5.7","ko:K02434","ko00970,ko01100,map00970,map01100","-","R03905,R04212","RC00010","ko00000,ko00001,ko01000,ko03029","-","-","-","GatB_N,GatB_Yqey","GCF_000006785.2"
"20487198","663952.SDD27957_09585",0,931,"COG0154@1|root,COG0154@2|Bacteria,1TP0C@1239|Firmicutes,4HBAZ@91061|Bacilli,1M99Q@119603|Streptococcus dysgalactiae group","91061|Bacilli","J","Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in organisms which lack glutaminyl-tRNA synthetase. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln)","gatA","-","6.3.5.6,6.3.5.7","ko:K02433","ko00970,ko01100,map00970,map01100","-","R03905,R04212","RC00010","ko00000,ko00001,ko01000,ko03029","-","-","-","Amidase","GCF_000006785.2"
"20487199","1314.HKU360_01562",1.02e-61,189,"COG0721@1|root,COG0721@2|Bacteria,1VEK3@1239|Firmicutes,4HNNA@91061|Bacilli","91061|Bacilli","J","Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp- tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln)","gatC","-","6.3.5.6,6.3.5.7","ko:K02435","ko00970,ko01100,map00970,map01100","-","R03905,R04212","RC00010","ko00000,ko00001,ko01000,ko03029","-","-","-","Glu-tRNAGln","GCF_000006785.2"
"20487200","1314.HKU360_01563",1.96e-131,372,"COG1335@1|root,COG1335@2|Bacteria,1V1CY@1239|Firmicutes,4HFRS@91061|Bacilli","91061|Bacilli","Q","isochorismatase","pncA","GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006206,GO:0006208,GO:0006212,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009112,GO:0009987,GO:0017144,GO:0019860,GO:0034641,GO:0042737,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044424,GO:0044464,GO:0046113,GO:0046483,GO:0046700,GO:0055086,GO:0071704,GO:0072527,GO:0072529,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575","-","ko:K16788","-","-","-","-","ko00000,ko02000","2.A.88.5","-","-","Isochorismatase","GCF_000006785.2"
